Name,Age,City,Interest1,Interest2,Interest3,Interest4,Phone_Country_Code,Full_Phone_Number,Phone_Extension,Phone_Area_Code,Phone_Exchange_Code,Phone_Subscriber_Number
Barry Reynolds,50,Lake Jamieburgh,,,Skiing,,+1,4401038286,,440,103,8286
Samuel Marshall,13,Shepardfort,Rowing,Sandboarding,Windsurfing,Handball,+1,3613043823,430,361,304,3823
Ashley Gutierrez,77,East Julie,,,Croquet,,+1,8140219203,,814,021,9203
Scott Mcguire,76,Jenniferfort,,,Frisbee,taekwondo,+1,4961428330,50976,496,142,8330
Phillip Anderson,30,East Gina,Hockey,Sumo Wrestlin,Baseball,Ice Skating,+1,0270502173,,027,050,2173
Teresa Fuller,71,West Douglas,Parachuting,Speed Skatin,Skeleton,Darts,+1,3298332303,9359,329,833,2303
Natalie Edwards,47,New Shawn,,Cheerleading,tenni,Powerlifting,+1,2055512926,,205,551,2926
Timothy Thompson,91,Timothytown,,,Cricket,,+1,3248132151,07538,324,813,2151
Erica Stein,50,Lake Seanport,,,Kayaking,,+1,8634056430,732,863,405,6430
Leah Ho,25,Lake Jamieburgh,,,Canoeing,,+1,6848811590,,684,881,1590
Charles Kent,13,South Angelafurt,Boxing,Judo,Sumo Wrestling,Curling,+1,5187071875,588,518,707,1875
Jason Summers,69,Timothytown,,,Car Racing,Surfing,+1,1463182000,757,146,318,2000
Richard Martinez,82,Kochtown,,,Jet Ski Racin,,+1,9360632757,,936,063,2757
Joshua Trevino,27,East Julie,,sport climbing,Powerlifting,Synchronized Skating,+1,1978951164,285,197,895,1164
Charles Nguyen,45,South Angelafurt,,,,,+1,4359531077,496,435,953,1077
Jessica Strickland,63,South Angelafurt,,,,,+1,2110999799,018,211,099,9799
Sharon Robbins,93,Ginaview,,,Jet Ski Racing,"Football (U.K)/ Soccer (U.S., Australia)",+1,1219602124,,121,960,2124
Vicki Sutton,45,Kochtown,,,Parachutin,Car Racing,+1,8872005546,372,887,200,5546
Debbie Dawson,29,Timothytown,,Ice Skating,Canoeing,Powerlifting,+1,7216658562,031,721,665,8562
Daniel Andrews,42,Fordhaven,,,,,+1,8809486391,,880,948,6391
Chelsea Delacruz,47,Perezchester,,Pool/Billiards,Ice Skating,Figure Skating,+1,2708283754,916,270,828,3754
Zachary Randall,48,Seanfurt,,,Bicycle Motocross (BMX),,+1,5343675687,,534,367,5687
Mark Hayes,44,New Jennifer,,Baseball,Synchronized Skating,Powerlifting,+1,7061067681,,706,106,7681
Richard Rodriguez,35,Baileyburgh,,,Skiing,Swimming,+1,3553098168,39442,355,309,8168
John Hodge,68,Fordhaven,,polo,Artistic Gymnastics,Car Racing,+1,5906451717,,590,645,1717
Joy Mitchell,55,East Julie,,Horse Racing,Synchronized Swimming,rhythmic gymnastics,+1,9944183539,,994,418,3539
Jordan Jackson,24,Shepardfort,,,,,+1,4211727339,078,421,172,7339
Raymond Oconnor,26,Shepardfort,,Curling,Windsurfing,Pool/Billiards,+1,5467408511,,546,740,8511
Lee Wood,71,South Angelafurt,,,,,+1,3779435455,47431,377,943,5455
Scott Franklin,13,Perezchester,,"Triathlon (Tetrathlon, etc.)",Table Tennis,Muay Thai,+1,3150950575,28818,315,095,0575
Tyler Contreras MD,55,Shepardfort,Hang Gliding,Cricket,Synchronized Skating,Tennis,+1,0301710423,15175,030,171,0423
Sharon Nguyen,22,Seanfurt,,,Synchronized Swimming,Hockey,+1,0013804674,,001,380,4674
Elizabeth Drake,94,Lawrenceborough,,kendo,croquet,Basketball,+1,8880844171,,888,084,4171
Leah Fischer,79,Perezchester,Darts,pool/billiards,shooting,table tennis,+1,9714487201,,971,448,7201
Jodi Marquez,88,Kochtown,Baseball,Boxing,Sumo Wrestling,Bodybuilding,+1,2704084758,17755,270,408,4758
Alexis Douglas,64,Perezchester,,,Skiing,Darts,+1,1560479062,,156,047,9062
Jennifer Morales,58,Baileyburgh,,,,,+1,4676911237,,467,691,1237
John Martin,33,Seanfurt,,Weightlifting,Rafting,Lacrosse,+1,8857288531,75971,885,728,8531
Gregg Arnold,23,Lawrenceborough,,,,,+1,9880413687,0427,988,041,3687
Karen Scott,88,Lake Jamieburgh,,,Artistic Swimming,Hang Gliding,+1,3176100283,,317,610,0283
James Brown,15,New Kimberlytown,,,Canoein,,+1,6268766026,,626,876,6026
Shelby Black,34,West Douglas,,,Canoeing,,+1,7941242474,5281,794,124,2474
Gregory Cisneros,41,East Julie,Synchronized Skating,Artistic Gymnastics,Softball,boxing,+1,1539068503,27166,153,906,8503
Joseph Jordan,22,Lake Seanport,,Baton Twirling,Horse Racing,motocross,+1,4768110778,,476,811,0778
Tonya Phillips,97,Ginaview,,,Bicycle Motocross (BMX),,+1,9546214229,7218,954,621,4229
April Brown,81,Seanfurt,Table Tenni,Ice Skating,Croquet,Handball,+1,4755221057,981,475,522,1057
Robert Dean,70,Lake Jamieburgh,,,Skiing,,+1,6371404610,,637,140,4610
Melissa Cooke,40,Shepardfort,,,Jet Ski Racing,Dance Sport,+1,0709310323,87017,070,931,0323
Robert Brown,59,Timothytown,Rafting,Squash,Sumo Wrestling,Boxing,+1,2132539237,,213,253,9237
Patricia Dunn,33,South Angelafurt,Speed Skating,Figure Skatin,Artistic Gymnastics,Skateboarding,+1,0314542578,788,031,454,2578
Aaron Harrison,30,New Kimberlytown,Speed Skating,Tug of War,Dodgeball,darts,+1,2455068080,7169,245,506,8080
Charles Smith,33,Timothytown,,,Trampolining,,+1,6207074022,,620,707,4022
David Garcia,61,Lake Jamieburgh,Artistic Swimming,Muay Thai,"Football (U.K)/ Soccer (U.S., Australia)",Softball,+1,9497887012,8852,949,788,7012
Jamie Williamson,56,Baileyburgh,,,,,+1,5257555801,,525,755,5801
Kevin Zamora,50,West Douglas,Darts,Motocros,kayaking,Artistic Gymnastics,+1,1829490091,2926,182,949,0091
Nicholas Webb,89,Perezchester,,Water Polo,Table Tennis,sport climbing,+1,7459454055,98944,745,945,4055
Jeremy Lopez,26,New Kimberlytown,,,Boxing,,+1,9537235725,7355,953,723,5725
Jermaine Thompson,85,Fordhaven,,Sailing,Billiards/ Pool (U.S.),Baseball,+1,6499890881,27672,649,989,0881
David Johnson,13,Kochtown,,,Badminton,,+1,6274711426,,627,471,1426
Bethany Wilson,83,South Angelafurt,,,Sumo Wrestling,Skiing,+1,9002496866,,900,249,6866
Mary Allen,19,New Kimberlytown,,,synchronized skating,,+1,2684438995,,268,443,8995
Stephanie Moore,38,Jenniferfort,,Luge,Basketball,Kick Boxing,+1,6747928395,004,674,792,8395
Regina Friedman,85,New Jennifer,,"Triathlon (Tetrathlon, etc.",Archery,Bicycle Motocross (BMX,+1,6426450736,264,642,645,0736
Emily Barnett,72,East Gina,,,Baseball,darts,+1,2483155686,502,248,315,5686
Emily Williams,57,East Julie,,,,,+1,3197661745,183,319,766,1745
Gary Garrison,18,Shepardfort,,Billiards/ Pool (U.S.),tug of war,Volleyball,+1,4297720551,,429,772,0551
Tammy Pugh,13,Lake Jamieburgh,,,Parachuting,,+1,8035844151,,803,584,4151
Sarah Brown,86,Timothytown,,,,,+1,7120675519,092,712,067,5519
Angela Stewart,15,New Kimberlytown,,,,,+1,8336471139,5147,833,647,1139
Joshua Hardin,94,Lake Seanport,,,,,+1,6816694201,430,681,669,4201
Ashley Schneider,99,Lawrenceborough,,Basebal,Sandboarding,Rock Climbing,+1,1103860967,5573,110,386,0967
Paul Ho,91,Ginaview,,,,,+1,5384603655,,538,460,3655
John Davis,81,East Julie,,,Kick Boxing,Luge,+1,1683851293,237,168,385,1293
Paul Thomas,80,Fordhaven,,Powerlifting,muay tha,Rafting,+1,8202406933,5375,820,240,6933
Kathleen Bauer,25,Shepardfort,,,Track and Field,,+1,8109172852,387,810,917,2852
Hayden Ryan,55,Baileyburgh,,bodybuilding,Sport Climbing,Hockey,+1,3844843227,,384,484,3227
Matthew Smith,68,New Kimberlytown,,,,,+1,6260357564,,626,035,7564
Nathan Mathis,43,Shepardfort,,,Track and Field,"Triathlon (Tetrathlon, etc.)",+1,5777391697,,577,739,1697
Janice Watson,99,Seanfurt,,,Cheerleading,Croquet,+1,0234479673,9943,023,447,9673
Brenda Williams,44,Lake Seanport,,,,,+1,6479908723,8350,647,990,8723
Jeffery Robertson,24,New Kimberlytown,Pool/Billiards,Baseball,Judo,ice skating,+1,5022727445,9637,502,272,7445
Tammy Bond,40,East Gina,,,Jet Ski Racing,,+1,8658787107,8751,865,878,7107
Peter Hickman,44,Perezchester,,,,,+1,3499804737,30628,349,980,4737
Bianca Duffy,59,West Douglas,Artistic Gymnastics,frisbee,"Football (U.K)/ Soccer (U.S., Australia)",Softball,+1,5859140144,,585,914,0144
Lisa Brennan,84,West Douglas,,,Windsurfing,Softball,+1,0985964063,,098,596,4063
Nancy Lee,23,Fordhaven,,,Kend,judo,+1,0186736887,8517,018,673,6887
Paul Wright,92,South Angelafurt,,,Kite Surfing,,+1,0123895264,73499,012,389,5264
Dr. Amber Jones,52,Baileyburgh,,,Handball,muay thai,+1,1528113923,874,152,811,3923
Crystal Taylor,63,Lawrenceborough,,Karate,Billiards/ Pool (U.S.),Swimming,+1,0437956551,,043,795,6551
Sarah Obrien,82,New Shawn,,,,,+1,8659573711,101,865,957,3711
Anthony James,92,Baileyburgh,Figure Skating,Car Racing,Horse Racing,Shooting,+1,3309583437,765,330,958,3437
Robert Lang,58,South Angelafurt,,,Synchronized Skating,Cheerleading,+1,8501914453,,850,191,4453
Alexandra Morgan,63,Timothytown,,Shooting,Parachuting,Dance Sport,+1,8893408644,,889,340,8644
Jessica Case,21,Baileyburgh,,,,,+1,0793204656,,079,320,4656
Jacob Warner,15,Jenniferfort,,,Water Polo,,+1,6491649633,,649,164,9633
Carolyn Sharp,22,Ginaview,,,Rowing,artistic swimming,+1,9500080097,55415,950,008,0097
Kevin Ball,58,New Jennifer,ice hockey,Horseback Riding,Badminton,Chess,+1,5164006431,,516,400,6431
Jessica Jones,41,West Douglas,,,Figure Skating,,+1,7352324923,48313,735,232,4923
Amanda Miller,16,West Douglas,,,Volleyball,,+1,7050633520,14693,705,063,3520
Christopher Burnett,84,Timothytown,,,billiards/ pool (u.s.),,+1,5191099831,,519,109,9831
Henry Rios,51,New Kimberlytown,,,Sumo Wrestling,,+1,2436392362,637,243,639,2362
Bryan Gross,84,East Gina,,,Luge,Dance Sport,+1,2459637823,,245,963,7823
Tyler Gilmore,17,Kochtown,,,mixed martial arts,Surfing,+1,2557918372,2053,255,791,8372
Noah Rogers,20,New Shawn,,,,,+1,6438956696,,643,895,6696
Donald Sanders,94,Kochtown,,,Rock Climbing,Swimming,+1,8365571908,1139,836,557,1908
Emma Ware,48,East Julie,,,Fencing,frisbee,+1,7611259569,8607,761,125,9569
Jonathan Finley,25,Shepardfort,,,,,+1,4568815469,94380,456,881,5469
Tyler Rivas,98,East Gina,,,Polo,Parkour,+1,8021924008,0712,802,192,4008
Ann Anderson,92,Timothytown,,,,,+1,5391131056,,539,113,1056
Amanda Owens,29,New Kimberlytown,,,,,+1,3464795004,,346,479,5004
Stacy Miller,40,New Kimberlytown,Dodgeball,Squash,Mixed Martial Arts,Speed Skating,+1,6997852940,,699,785,2940
Rebekah Sanders,39,New Jennifer,,,Parkou,,+1,5187362696,79481,518,736,2696
Tyler Johnson,42,Lake Jamieburgh,,,,,+1,9473411344,0269,947,341,1344
Theresa Hoover,96,Ginaview,,,Pol,Badminton,+1,5764580725,261,576,458,0725
Jordan Ball,31,Ginaview,basketball,Horse Racing,Taekwondo,Snowboarding,+1,5141912840,,514,191,2840
William Roberts,33,East Gina,,,,,+1,7162113701,,716,211,3701
Kimberly Jensen,22,Shepardfort,,,,,+1,8258587266,,825,858,7266
Patricia Jones,34,Fordhaven,Water Polo,Shootin,Cricket,Squash,+1,8633278802,,863,327,8802
Bethany Lynch,78,New Shawn,,,,,+1,7512176368,7516,751,217,6368
Nancy Thomas,25,Lake Megan,,,Scuba Diving,Skateboarding,+1,2245992067,8894,224,599,2067
Zachary Gonzalez,12,West Douglas,,,,,+1,5933241839,,593,324,1839
Mariah Becker,36,Perezchester,,,,,+1,3720866245,041,372,086,6245
Brett Williams,72,South Angelafurt,,,Figure Skating,Trampolining,+1,1123968670,,112,396,8670
Alejandro Garcia,85,Perezchester,,,Gol,,+1,7685219184,,768,521,9184
Edward Graham,90,New Kimberlytown,,,Synchronized Swimming,,+1,7089867823,7128,708,986,7823
Alvin Sanchez MD,41,New Kimberlytown,,,Frisbe,,+1,0397978702,2893,039,797,8702
Kyle Hart,21,Seanfurt,,Karate,Track and Field,Lug,+1,1465458855,019,146,545,8855
Lee Brown,15,Shepardfort,,,Sport Climbing,Paragliding,+1,6254744423,05747,625,474,4423
Ruth Ward,42,Baileyburgh,,,,,+1,6587887498,88294,658,788,7498
Mark Morales,47,New Kimberlytown,,,Artistic Gymnastics,Water Polo,+1,3131472095,9085,313,147,2095
Wendy Barry,40,Jenniferfort,,,,,+1,2804039069,,280,403,9069
Paul Phillips,68,Jenniferfort,,,,,+1,8138917391,3997,813,891,7391
Barbara Hoffman,22,Shepardfort,,Boxing,Softball,Croquet,+1,4653840224,,465,384,0224
Michele Norris,21,Lake Jamieburgh,,,Hockey,Figure Skating,+1,2856050211,,285,605,0211
Crystal Gonzalez,68,Timothytown,,,Polo,Handball,+1,9363438442,239,936,343,8442
Gregory Boone,56,Timothytown,,,Basketball,Billiards/ Pool (U.S.),+1,1094903202,,109,490,3202
David Hamilton,43,Fordhaven,Horse Racing,Tennis,Car Racin,Ice Skating,+1,6337715803,0413,633,771,5803
Cynthia Fitzpatrick,43,East Julie,,,Skeleton,Snowboardin,+1,7792493424,36164,779,249,3424
Juan Huynh,44,Seanfurt,,,Trampolinin,,+1,4012146128,,401,214,6128
Melissa James,37,South Angelafurt,,skiing,Weightlifting,Golf,+1,5098584855,21834,509,858,4855
Cynthia Gregory,35,Perezchester,,,Croquet,,+1,3976517569,854,397,651,7569
Michael Mendez,52,New Jennifer,,Speed Skating,Taekwondo,Acrobatics,+1,1915881818,,191,588,1818
Jessica Duncan,74,West Douglas,,,Bodybuilding,Curling,+1,9731606092,5584,973,160,6092
Jeffrey Hernandez,41,South Angelafurt,,,Rugby,Shooting,+1,0954095953,,095,409,5953
Martin Hebert,84,Fordhaven,,,,,+1,5151096436,,515,109,6436
Danny Mason,63,Seanfurt,,,Baseball,,+1,6378425200,,637,842,5200
Christopher Brown,82,New Kimberlytown,,,dance sport,Polo,+1,8776237059,3881,877,623,7059
David Reyes,47,East Gina,,,,,+1,3340287953,24406,334,028,7953
Melvin Vaughn,83,Jenniferfort,Kite Surfing,Rowing,"Football (U.K)/ Soccer (U.S., Australia)",Table Tennis,+1,2799301979,,279,930,1979
Cathy Murphy,65,Baileyburgh,,,Water Polo,,+1,9159896783,78028,915,989,6783
Alejandro Mcdonald,56,Ginaview,,Rowing,sandboarding,Curling,+1,0049577973,,004,957,7973
Richard Vang,67,Jenniferfort,,Track and Field,Pool/Billiards,Softball,+1,4372453471,3954,437,245,3471
Beth Price,15,East Gina,,Chess,Croquet,Bicycle Motocross (BMX),+1,8462761571,3417,846,276,1571
Victoria Harris,76,Lake Megan,,,,,+1,5807543815,44558,580,754,3815
Kyle Martinez,58,New Shawn,bowling,Scuba Diving,Car Racing,Tennis,+1,0829606345,,082,960,6345
David Benton,38,Lake Seanport,,,jet ski racing,,+1,2566440052,72423,256,644,0052
Lisa Flynn,25,New Shawn,,,Basketball,,+1,3822802340,,382,280,2340
Rachel Smith,42,New Kimberlytown,,,Bodybuilding,,+1,9935516322,,993,551,6322
Cole Thomas,26,South Angelafurt,,,Curling,Parkour,+1,4642461088,2052,464,246,1088
Mark Lam,65,Timothytown,,,Parkour,Archery,+1,5093256891,,509,325,6891
Patrick Park,46,New Kimberlytown,,,Powerlifting,,+1,8705066494,,870,506,6494
Mr. Michael Cameron,98,Perezchester,,,squas,Acrobatics,+1,4682059809,090,468,205,9809
Roger Smith,69,Kochtown,Trampolining,Judo,Diving,Kayaking,+1,1274554024,4736,127,455,4024
Karen Williams,90,Fordhaven,Baton Twirling,pool/billiards,Sport Climbing,Diving,+1,7258734564,,725,873,4564
Douglas Johnson,94,South Angelafurt,,,,,+1,3609800704,519,360,980,0704
Jennifer Webster,80,Jenniferfort,,,Sport Climbing,,+1,6418514852,982,641,851,4852
Julie Baldwin,13,Jenniferfort,,,Paragliding,,+1,7918181905,,791,818,1905
Preston Hughes,42,Lake Seanport,Rowing,Croquet,Acrobatics,squash,+1,9211636455,1969,921,163,6455
Melissa Sexton,14,East Julie,,,Snowboardin,,+1,8479574809,467,847,957,4809
Lori Baker,67,Shepardfort,Squash,Baseball,basketbal,Sailing,+1,5954786941,,595,478,6941
Elizabeth Vasquez,40,East Julie,badminton,Sport Climbing,Bodybuilding,Horseback Riding,+1,5699662993,1018,569,966,2993
Ronald Nelson,82,Perezchester,,,Baseball,,+1,4510014068,7618,451,001,4068
Melissa Cortez,23,Shepardfort,Rhythmic Gymnastics,Skiing,Paintball,Handball,+1,6093349400,,609,334,9400
Tiffany Nelson,83,Ginaview,,,Tug of Wa,Golf,+1,0373000383,,037,300,0383
Ashley Mccullough,15,Lake Jamieburgh,,Artistic Gymnastics,"Triathlon (Tetrathlon, etc.)",Shootin,+1,1760266052,,176,026,6052
Mark Matthews,91,Lake Seanport,,Rafting,Bicycle Motocross (BMX),taekwondo,+1,9391863011,107,939,186,3011
Jordan Salazar,73,New Jennifer,,"Triathlon (Tetrathlon, etc.)",Bodybuilding,Karate,+1,1465038438,790,146,503,8438
Matthew Wilson,27,New Kimberlytown,,,Lacrosse,,+1,0989338458,846,098,933,8458
Natalie Edwards,90,Lake Jamieburgh,,,Curling,,+1,5907320743,903,590,732,0743
Nicole Brown,29,Lawrenceborough,,,Polo,Mixed Martial Arts,+1,1352779885,1295,135,277,9885
Sarah Bell,81,Seanfurt,,,Artistic Gymnastics,Motocross,+1,1483840870,04307,148,384,0870
Matthew Hall,80,Fordhaven,,,Track and Fiel,,+1,6194431626,,619,443,1626
Lauren Hernandez,90,Lake Seanport,,,,,+1,5729654423,5582,572,965,4423
Steven Sanchez,38,Fordhaven,,,Paragliding,Boxing,+1,3120532867,,312,053,2867
Mitchell Benson,32,Lake Jamieburgh,,,Kendo,Surfing,+1,1643862019,209,164,386,2019
Kristen Robinson,29,Ginaview,,Boxing,Judo,Windsurfing,+1,7187089855,,718,708,9855
Christopher Zimmerman,87,Jenniferfort,,,,,+1,7448595745,,744,859,5745
Thomas Rodriguez,51,Lake Seanport,Artistic Swimming,Baton Twirlin,Sailing,Horse Racin,+1,1280028266,749,128,002,8266
Bobby Stanton,46,East Julie,,,Archer,,+1,9889059817,13865,988,905,9817
Shannon Lopez,97,East Gina,,,Figure Skating,,+1,6708566169,,670,856,6169
Shannon Higgins,24,Kochtown,,,powerlifting,,+1,5123670572,,512,367,0572
Matthew Myers,34,New Jennifer,,,Ice Hockey,,+1,5824990478,88329,582,499,0478
Michael Barnett,62,Fordhaven,,,,,+1,5199217563,277,519,921,7563
Edward Dodson,52,Shepardfort,,,Horseback Riding,,+1,8385365706,,838,536,5706
Stacey Harris,31,Timothytown,,Sport Climbing,Acrobatics,Rock Climbing,+1,5545346318,5119,554,534,6318
James Nelson,75,New Jennifer,,dodgeball,basebal,Tug of War,+1,1980591311,286,198,059,1311
Jeffrey Dennis,18,Perezchester,,,,,+1,4083344331,,408,334,4331
Vincent Harris,56,Lake Seanport,dodgeball,Bodybuilding,Canoeing,handball,+1,1545109929,026,154,510,9929
Bonnie Stewart,81,New Shawn,,Pol,Fencing,Snowboarding,+1,8341616111,556,834,161,6111
Dana Taylor,73,Perezchester,Judo,Bowlin,Darts,Volleyball,+1,0996338299,,099,633,8299
Nicholas Carroll,69,Seanfurt,"Triathlon (Tetrathlon, etc.)",Lacrosse,Karate,Skateboarding,+1,3631368395,,363,136,8395
Christopher Ramos,77,South Angelafurt,,Sport Climbing,Jet Ski Racing,Kite Surfing,+1,5300044938,785,530,004,4938
Karina Ramirez,65,Ginaview,,,bodybuilding,Ice Skating,+1,5621549517,955,562,154,9517
Julie Steele,15,Kochtown,,Scuba Diving,Synchronized Skating,Acrobatics,+1,2463044849,,246,304,4849
Dawn Kane,93,New Shawn,,Dance Sport,Baton Twirling,Skiing,+1,3110537794,,311,053,7794
Lisa Peters,87,New Shawn,,,,,+1,5365493489,03716,536,549,3489
John Johnson,74,Ginaview,,,Bowling,Tennis,+1,5990890017,249,599,089,0017
Robert Holt,72,Fordhaven,,,Shooting,Fencin,+1,4072910132,81452,407,291,0132
James Malone,31,Lake Jamieburgh,,,,,+1,3122368583,,312,236,8583
Adam Thomas,16,East Gina,,,,,+1,3392734384,,339,273,4384
Alex Clay,73,South Angelafurt,Pool/Billiards,Tennis,Badminton,Basketball,+1,2227860361,,222,786,0361
Bobby Phillips,62,Kochtown,,,Rowing,paintball,+1,0046803332,8678,004,680,3332
Monica Richardson,51,Lake Megan,,,"Football (U.K)/ Soccer (U.S., Australia)",,+1,5958890849,775,595,889,0849
Jacob Garcia,45,Fordhaven,,,Jet Ski Racing,Rock Climbing,+1,7111472228,,711,147,2228
Melinda Perez,53,Fordhaven,Judo,Motocros,darts,Speed Skating,+1,1526745333,,152,674,5333
Nancy Hernandez,80,Lake Seanport,,,,,+1,7534773492,,753,477,3492
Christopher Mason,25,Lake Megan,,,Pool/Billiards,Jet Ski Racing,+1,0734521133,19670,073,452,1133
Devin Wilson,62,Seanfurt,,,Figure Skating,,+1,8890264363,,889,026,4363
Lisa Roberts,90,East Gina,,Snowboarding,Jet Ski Racin,Paragliding,+1,6911994878,,691,199,4878
Edward Miller,14,Kochtown,,rock climbing,"Triathlon (Tetrathlon, etc.)",Basketbal,+1,4951808891,,495,180,8891
Kimberly Hunt,49,New Shawn,,,Muay Thai,Diving,+1,1071714606,08961,107,171,4606
Christopher Summers,31,Ginaview,,Muay Thai,Paragliding,Chess,+1,4195710316,28237,419,571,0316
Christopher Decker,30,New Kimberlytown,Sailing,Tennis,Kick Boxing,Mixed Martial Arts,+1,2722702102,969,272,270,2102
Frank Morales,12,Baileyburgh,,,,,+1,4395367431,,439,536,7431
Donald Clay,25,Baileyburgh,,,Rafting,Table Tennis,+1,3828282206,,382,828,2206
Dr. Stephanie Taylor,48,Seanfurt,,,Synchronized Skating,Sailing,+1,5916561272,,591,656,1272
Vanessa Carr,24,New Jennifer,,,snowboardin,,+1,5602240829,,560,224,0829
Michael Perez,67,New Kimberlytown,,skeleton,Paintball,Frisbee,+1,1620278464,,162,027,8464
William Wilson,50,Timothytown,,,,,+1,4808412329,,480,841,2329
Laura Turner,38,Seanfurt,Kick Boxing,Artistic Gymnastics,Mixed Martial Arts,Car Racing,+1,2808049303,193,280,804,9303
Bryan Villa,26,Timothytown,,,,,+1,5809598328,,580,959,8328
Krista Martinez,44,Timothytown,,,,,+1,9190678509,1741,919,067,8509
Katherine Castillo,24,New Kimberlytown,,Rhythmic Gymnastics,Curling,Scuba Diving,+1,0833176896,,083,317,6896
Meredith Curry,79,Timothytown,Paintball,Artistic Swimming,Billiards/ Pool (U.S.),Boxing,+1,8626098282,,862,609,8282
Michael Campbell,63,Baileyburgh,,,softball,,+1,3408242023,3172,340,824,2023
Natalie Caldwell,70,East Julie,track and field,cheerleading,Basketball,Sailing,+1,5284064960,,528,406,4960
Candice Robinson,90,Seanfurt,,,,,+1,3408577543,606,340,857,7543
Lisa Hood,70,Ginaview,,,Curling,,+1,4608992379,2582,460,899,2379
Brandon Hood,26,Kochtown,,,Baseball,,+1,1340622587,,134,062,2587
Debra Ochoa,54,West Douglas,,,Diving,Baton Twirling,+1,5446461216,50295,544,646,1216
Kristi Underwood,13,Baileyburgh,,Diving,Sandboarding,Kayaking,+1,5828760561,2940,582,876,0561
Erika Aguirre,68,New Shawn,,Hang Gliding,ice skating,Muay Thai,+1,0454240489,97010,045,424,0489
Lance Lopez,89,Timothytown,,,Rowing,,+1,0346628268,69535,034,662,8268
Alexander Burton,44,Ginaview,,Softball,Tug of War,Shooting,+1,8915722204,12725,891,572,2204
Christina Smith,52,East Julie,,,,,+1,6013569792,,601,356,9792
Corey Bennett,68,Perezchester,Softball,Baseball,Darts,Kendo,+1,8654198492,43128,865,419,8492
Kimberly Fisher,20,South Angelafurt,Snowboardin,Croquet,rowing,Horse Racing,+1,1609655181,1092,160,965,5181
Bobby Waters,16,South Angelafurt,,,Parkour,Lug,+1,0805288956,479,080,528,8956
Matthew Anderson,20,East Julie,,,Surfing,Judo,+1,9379119475,,937,911,9475
Carl White,49,Lake Jamieburgh,,,Ice Skating,,+1,7385286887,636,738,528,6887
Kathryn Moore,86,Seanfurt,,,Volleyball,,+1,5596955020,,559,695,5020
